MAROB_ID,IID,MESSZEIT,KENNUNG,GEOGR_BREITE,GEOGR_LAENGE,FEUCHTTEMPERATUR,WASSERTEMPERATUR,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER
8846301,10384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 08.80, 1028.20,,509
8789157,384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 09.00, 1032.00,,509
8846303,384,2019-04-15 04:00,DBKR, 54.1000, 012.1000,, 08.80, 1028.20,,509
8842185,10384,2019-04-15 04:00,DBKV, 54.3300, 010.1800,, 07.94, 1028.40,,
8841666,384,2019-04-15 04:00,DBKV, 54.3000, 010.2000,, 07.90, 1028.40,,509
8780384,384,2019-04-15 04:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.20,,509
8781026,10384,2019-04-15 04:00,DBKV, 54.3300, 010.1800,, 07.74, 1032.20,,
8842453,10384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
8781178,384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
8842486,384,2019-04-15 04:00,DBLK,-53.2000,-070.9000,, 08.40, 0992.90,,509
8781252,10384,2019-04-15 04:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.30,,509
8780381,384,2019-04-15 04:00,DBND, 54.3000, 010.2000,, 07.90, 1032.20,,509
8841664,384,2019-04-15 04:00,DBND, 54.3000, 010.2000,, 08.40, 1028.50,,509
8781025,10384,2019-04-15 04:00,DBND, 54.3300, 010.1500,, 07.86, 1032.20,,
8842183,10384,2019-04-15 04:00,DBND, 54.3300, 010.1500,, 08.38, 1028.50,,
8782256,256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4010,10
8782258,10256,2019-04-15 04:00,DCCR2, 25.9000, 035.3000,, 25.00, 1011.30,4000,10
8841813,384,2019-04-15 04:00,EUCDE04, 53.5000,-003.6000,,, 1013.40,,509
8842177,10384,2019-04-15 04:00,EUCDE08, 49.8300,-004.2400,, 11.15, 1011.30,,
8781029,10384,2019-04-15 04:00,EUCDE08, 50.5600, 000.3700,, 10.17, 1023.70,,
8841814,384,2019-04-15 04:00,EUCDE08, 49.8000,-004.2000,, 11.10, 1011.30,,509
8780388,384,2019-04-15 04:00,EUCDE08, 50.6000, 000.4000,, 10.20, 1023.70,,509
8780428,384,2019-04-15 04:00,EUCDE09, 47.4000,-070.4000,, 02.70, 1009.30,,509
8780991,10384,2019-04-15 04:00,EUCDE09, 47.4200,-070.4400,, 02.69, 1009.30,,
8841644,384,2019-04-15 04:00,EUCDE09, 49.1000,-067.4000,, 02.30, 0996.50,,509
8842162,10384,2019-04-15 04:00,EUCDE09, 49.0700,-067.4200,, 02.33, 0996.50,,
8780391,384,2019-04-15 04:00,EUCDE19, 32.0000, 134.6000,,, 1013.50,,509
8841655,384,2019-04-15 04:00,EUCDE19, 33.3000, 138.4000,,, 1012.80,,509
8842156,10384,2019-04-15 04:00,EUCDE19, 33.2800, 138.4300,,, 1012.80,,
8780976,10384,2019-04-15 04:00,EUCDE19, 32.0100, 134.5600,,, 1013.50,,
8846832,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1025.50,,509
8784693,384,2019-04-15 05:00,6201065, 54.0000, 006.6000,,, 1030.90,,509
8846830,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1027.80,,509
8784692,384,2019-04-15 05:00,6201066, 55.2000, 007.2000,,, 1032.80,,509
8787523,256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000,, 30.60, 1011.00,10010,62
8787584,10256,2019-04-15 05:00,A8TL8,-04.3000, 107.2000, 28.00, 30.60, 1011.00,10000,62
8785832,10256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000, 16.00, 17.00, 1012.00,10000,3
8785816,256,2019-04-15 05:00,A8UL3, 36.3000, 024.6000,, 17.00, 1012.00,10010,3
8854351,256,2019-04-15 05:00,CQIB6,-32.8000, 030.2000,, 23.00, 1013.70,20010,1
8854263,10256,2019-04-15 05:00,CQIB6,-32.8000, 030.2000, 21.10, 23.00, 1013.70,20000,1
8787524,256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000,, 24.00, 1009.60,20010,3
8787583,10256,2019-04-15 05:00,CQIB6,-31.4000, 033.6000, 23.00, 24.00, 1009.60,20000,3
8845620,10384,2019-04-15 05:00,DBBA, 54.1000, 012.1000,, 08.90, 1028.20,,509
8783595,384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
8783610,10384,2019-04-15 05:00,DBBA, 54.4000, 012.4000,, 05.90, 1032.20,,509
8845622,384,2019-04-15 05:00,DBBA, 54.1000, 012.1000,, 08.90, 1028.20,,509
8846853,10384,2019-04-15 05:00,DBBE, 13.5000,-123.6000,, 27.00, 1013.70,,509
8784718,10384,2019-04-15 05:00,DBBE, 13.0000,-121.3000,, 26.90, 1012.20,,509
8785193,384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
8785177,10384,2019-04-15 05:00,DBBH, 16.6000,-061.9000,, 26.50, 1016.50,,509
8847324,10384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
8847254,384,2019-04-15 05:00,DBBH, 16.7000,-062.1000,, 26.80, 1016.70,,509
8846813,10384,2019-04-15 05:00,DBBT,-29.3000,-037.0000,, 24.50, 1019.90,,509
8785810,10384,2019-04-15 05:00,DBBT,-30.2000,-036.9000,, 24.50, 1020.30,,509
8845377,10384,2019-04-15 05:00,DBEA, 54.0000, 008.2000,, 07.30, 1025.80,,509
8783508,10384,2019-04-15 05:00,DBEA, 54.0000, 008.2000,, 07.10, 1030.50,,509
8800173,10384,2019-04-15 05:00,DBFC, 54.3000, 012.2000,, 05.10, 1032.10,,509
8783611,10384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 05.90, 1029.20,,509
8916822,384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 13.10, 1023.80,,509
8916838,10384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 13.10, 1023.80,,509
8917249,384,2019-04-15 05:00,DBFH, 53.5000, 008.6000,, 13.10, 1023.80,,509
8861802,10384,2019-04-15 05:00,DBFI, 53.9000, 008.7000,, 09.50, 1025.50,,509
8800172,10384,2019-04-15 05:00,DBFI, 53.9000, 008.7000,, 09.20, 1030.60,,509
8800160,10384,2019-04-15 05:00,DBFX, 53.5000, 008.6000,, 10.10, 1030.00,,509
8783632,10384,2019-04-15 05:00,DBJM, 54.0000, 008.5000,, 07.20, 1030.50,,509
8845671,10384,2019-04-15 05:00,DBJM, 53.9000, 008.9000,, 09.20, 1025.80,,509
8845638,384,2019-04-15 05:00,DBJM, 53.9000, 008.9000,, 09.20, 1025.80,,509
8851030,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 09.90, 1028.30,,509
8789154,384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
8850884,10384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 09.90, 1028.30,,509
8789315,10384,2019-04-15 05:00,DBKR, 54.1000, 012.1000,, 08.60, 1032.00,,509
8847314,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.99, 1028.00,,
8846807,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 08.00, 1028.00,,509
8784526,384,2019-04-15 05:00,DBKV, 54.3000, 010.2000,, 07.80, 1032.20,,509
8785152,10384,2019-04-15 05:00,DBKV, 54.3300, 010.1800,, 07.79, 1032.20,,
8847501,10384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
8847436,384,2019-04-15 05:00,DBLK,-53.2000,-070.8000,, 08.30, 0992.80,,509
8785325,384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
8785356,10384,2019-04-15 05:00,DBLK,-52.9000,-070.8000,, 08.20, 0996.50,,509
8784528,384,2019-04-15 05:00,DBND, 54.3000, 010.2000,, 08.00, 1032.30,,509
8785153,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.02, 1032.30,,
8847309,10384,2019-04-15 05:00,DBND, 54.3300, 010.1500,, 08.38, 1028.10,,
8846680,384,2019-04-15 05:00,DBND, 54.3000, 010.2000,, 08.40, 1028.10,,509
8850231,10256,2019-04-15 05:00,DITI2, 28.8000,-094.4000, 18.00,, 1021.60,20000,3
8849791,256,2019-04-15 05:00,DITI2, 28.8000,-094.4000,,, 1021.60,20010,3
8785125,10384,2019-04-15 05:00,EUCDE08, 50.4800,-000.0100,, 10.53, 1023.10,,
8846682,384,2019-04-15 05:00,EUCDE08, 49.8000,-004.6000,, 11.00, 1010.90,,509
8847281,10384,2019-04-15 05:00,EUCDE08, 49.7900,-004.6500,, 11.05, 1010.90,,
8784509,384,2019-04-15 05:00,EUCDE08, 50.5000, 000.0000,, 10.50, 1023.10,,509
8785130,10384,2019-04-15 05:00,EUCDE09, 47.5400,-070.1500,, 02.92, 1009.00,,
8784499,384,2019-04-15 05:00,EUCDE09, 47.5000,-070.1000,, 02.90, 1009.00,,509
8846689,384,2019-04-15 05:00,EUCDE09, 49.1000,-067.2000,, 01.90, 0993.00,,509
8847283,10384,2019-04-15 05:00,EUCDE09, 49.1300,-067.1600,, 01.95, 0993.00,,
8784527,384,2019-04-15 05:00,EUCDE19, 32.1000, 134.9000,,, 1013.60,,509
8846665,384,2019-04-15 05:00,EUCDE19, 33.4000, 138.8000,,, 1013.50,,509
8785126,10384,2019-04-15 05:00,EUCDE19, 32.1100, 134.8900,,, 1013.60,,
8847289,10384,2019-04-15 05:00,EUCDE19, 33.3900, 138.7900,,, 1013.50,,
8785128,10384,2019-04-15 05:00,EUCDE25, 32.7400,-016.7100,,, 1018.00,,
8787680,10256,2019-04-15 05:00,V7WU3, 33.0000, 159.7000, 09.50, 17.00, 1028.00,20000,3
8787691,256,2019-04-15 05:00,V7WU3, 33.0000, 159.7000,, 17.00, 1028.00,20010,3
8851454,384,2019-04-15 06:00,6201065, 54.0000, 006.6000,,, 1025.20,,509
8789886,384,2019-04-15 06:00,6201065, 54.0000, 006.6000,,, 1030.60,,509
8851477,384,2019-04-15 06:00,6201066, 55.2000, 007.2000,,, 1027.50,,509
8789887,384,2019-04-15 06:00,6201066, 55.2000, 007.2000,,, 1032.80,,509
8855507,256,2019-04-15 06:00,9HA3474, 03.3000, 105.5000,, 31.00, 1010.50,20010,2
8855178,10256,2019-04-15 06:00,9HA3474, 03.3000, 105.5000, 26.00, 31.00, 1010.50,20000,2
8791207,256,2019-04-15 06:00,9HA3769, 36.2000, 121.1000,,, 1017.50,4010,5
8791209,10256,2019-04-15 06:00,9HA3769, 36.2000, 121.1000, 10.50,, 1017.50,4000,5
8790667,256,2019-04-15 06:00,9HA4143, 15.7000, 113.0000,, 30.00, 1011.00,20010,2
8790358,10256,2019-04-15 06:00,9HA4143, 15.7000, 113.0000, 26.00, 30.00, 1011.00,20000,2
8885261,256,2019-04-15 06:00,9V8402,-10.4000, 140.4000,, 29.00, 1009.50,20010,2
8885298,10256,2019-04-15 06:00,9V8402,-10.4000, 140.4000,, 29.00, 1009.50,20000,2
8794715,10256,2019-04-15 06:00,A8GU6, 33.7000,-076.9000, 22.00, 22.00, 1006.00,10000,3
8794747,256,2019-04-15 06:00,A8GU6, 33.7000,-076.9000,, 22.00, 1006.00,10010,3
8794748,256,2019-04-15 06:00,A8IE9, 47.8000,-172.5000,, 04.20, 1003.50,20010,3
8794716,10256,2019-04-15 06:00,A8IE9, 47.8000,-172.5000, 07.00, 04.20, 1003.50,20000,3
8793593,10256,2019-04-15 06:00,A8IG2, 18.2000, 114.5000,,, 1012.80,10000,509
8855456,256,2019-04-15 06:00,A8IG2, 15.4000, 112.5000,,, 1012.30,10010,510
8793872,256,2019-04-15 06:00,A8IG2, 18.2000, 114.5000,,, 1012.80,10010,510
8855182,10256,2019-04-15 06:00,A8IG2, 15.4000, 112.5000,,, 1012.30,10000,509
8854515,10256,2019-04-15 06:00,A8KM8, 05.8000, 084.3000, 24.00, 29.00, 1012.00,10000,13
8854598,256,2019-04-15 06:00,A8KM8, 05.8000, 084.3000,, 29.00, 1012.00,10010,13
8790953,10256,2019-04-15 06:00,A8KM8, 05.7000, 081.4000, 26.00, 31.00, 1013.00,4000,63
8791537,256,2019-04-15 06:00,A8KM8, 05.7000, 081.4000,, 31.00, 1013.00,4010,63
8789381,10256,2019-04-15 06:00,A8KY7, 31.5000, 126.8000,, 12.00, 1019.00,10000,2
8791533,256,2019-04-15 06:00,A8KY7, 31.5000, 126.8000,, 12.00, 1019.00,10010,2
8803807,10256,2019-04-15 06:00,A8LK7, 45.0000,-035.8000, 12.00,, 0990.00,,50
8859805,10256,2019-04-15 06:00,A8LK7, 45.7000,-031.1000, 12.00,, 0987.00,,56
8859852,256,2019-04-15 06:00,A8LK7, 45.7000,-031.1000,,, 0987.00,,56
8803909,256,2019-04-15 06:00,A8LK7, 45.0000,-035.8000,,, 0990.00,,50
8865389,10256,2019-04-15 06:00,A8LN2, 39.2000,-009.8000, 15.00, 06.00, 1018.00,10000,2
8865437,256,2019-04-15 06:00,A8LN2, 39.2000,-009.8000,, 06.00, 1018.00,10010,2
8797964,10256,2019-04-15 06:00,A8LN2, 36.8000,-009.2000, 15.40, 17.20, 1013.00,10000,1
8797995,256,2019-04-15 06:00,A8LN2, 36.8000,-009.2000,, 17.20, 1013.00,10010,1
8793844,256,2019-04-15 06:00,A8PC7, 12.2000,-082.2000,, 30.00, 1014.00,20010,2
8793846,10256,2019-04-15 06:00,A8PC7, 12.2000,-082.2000, 25.00, 30.00, 1014.00,20000,2
8790644,10256,2019-04-15 06:00,A8RH6, 01.5000, 005.5000, 24.50, 32.10, 1012.20,20000,1
8790898,256,2019-04-15 06:00,A8RH6, 01.5000, 005.5000,, 32.10, 1012.20,20010,1
8852032,10256,2019-04-15 06:00,A8RH6, 00.8000, 002.9000, 26.70, 32.10, 1010.20,20000,1
8852027,256,2019-04-15 06:00,A8RH6, 00.8000, 002.9000,, 32.10, 1010.20,20010,1
8852541,10256,2019-04-15 06:00,A8UL3, 34.4000, 027.2000, 17.00, 17.00, 1013.00,10000,3
8852589,256,2019-04-15 06:00,A8UL3, 34.4000, 027.2000,, 17.00, 1013.00,10010,3
8854765,256,2019-04-15 06:00,A8UN3, 17.9000,-070.5000,, 27.00, 1015.00,20010,2
8854246,10256,2019-04-15 06:00,A8UN3, 17.9000,-070.5000, 23.00, 27.00, 1015.00,20000,2
8792711,256,2019-04-15 06:00,A8VE3, 21.6000, 121.2000,, 28.00, 1012.00,20010,50
8855641,10256,2019-04-15 06:00,A8VE3, 24.1000, 122.0000, 21.00, 27.00, 1013.50,20000,61
8855680,256,2019-04-15 06:00,A8VE3, 24.1000, 122.0000,, 27.00, 1013.50,20010,61
8792677,10256,2019-04-15 06:00,A8VE3, 21.6000, 121.2000, 25.00, 28.00, 1012.00,20000,50
8855275,10256,2019-04-15 06:00,A8ZU8, 28.2000, 033.2000,, 21.20, 1014.90,20000,5
8855447,256,2019-04-15 06:00,A8ZU8, 28.2000, 033.2000,, 21.20, 1014.90,20010,5
8854255,10256,2019-04-15 06:00,CQHW,-05.5000, 110.3000,, 28.00, 1006.00,10000,1
8854347,256,2019-04-15 06:00,CQHW,-05.5000, 110.3000,, 28.00, 1006.00,10010,1
8793873,256,2019-04-15 06:00,CQIF3, 07.8000, 077.2000,, 29.20, 1011.60,10010,510
8793689,10256,2019-04-15 06:00,CQIF3, 07.8000, 077.2000, 25.50, 29.20, 1011.60,10000,510
8789885,256,2019-04-15 06:00,CQIK3, 05.8000, 089.5000,, 30.00, 1012.20,10010,2
8789831,10256,2019-04-15 06:00,CQIK3, 05.8000, 089.5000, 25.00, 30.00, 1012.20,10000,2
8792833,10256,2019-04-15 06:00,CQIN5, 12.6000, 044.9000, 27.00, 28.00, 1013.00,10000,3
8854348,256,2019-04-15 06:00,CQIN5, 12.6000, 044.9000,, 28.00, 1011.00,10010,510
8792846,256,2019-04-15 06:00,CQIN5, 12.6000, 044.9000,, 28.00, 1013.00,10010,3
8792845,256,2019-04-15 06:00,CQIT,-11.8000, 042.6000,, 29.00, 1013.70,10010,3
8859853,256,2019-04-15 06:00,CQIT,-08.2000, 044.9000,, 29.00, 1012.00,20010,2
8792835,10256,2019-04-15 06:00,CQIT,-11.8000, 042.6000, 25.00, 29.00, 1013.70,10000,3
8859806,10256,2019-04-15 06:00,CQIT,-08.2000, 044.9000, 24.00, 29.00, 1012.00,20000,2
8854262,10256,2019-04-15 06:00,D5QI4, 00.0000, 053.2000,, 30.00, 1012.90,20000,2
8854352,256,2019-04-15 06:00,D5QI4, 00.0000, 053.2000,, 30.00, 1012.90,20010,2
8792831,10256,2019-04-15 06:00,D5QI4, 04.0000, 052.8000,, 29.00, 1014.10,20000,1
8792843,256,2019-04-15 06:00,D5QI4, 04.0000, 052.8000,, 29.00, 1014.10,20010,1
8854258,10256,2019-04-15 06:00,D5RG3, 35.9000,-007.5000,,, 1019.80,20000,2
8854353,256,2019-04-15 06:00,D5RG3, 35.9000,-007.5000,,, 1019.80,20010,2
8792830,10256,2019-04-15 06:00,D5RG3, 36.4000,-008.9000,,, 1015.20,10000,2
8792844,256,2019-04-15 06:00,D5RG3, 36.4000,-008.9000,,, 1015.20,10010,2
8854259,10256,2019-04-15 06:00,D5RZ3, 18.6000, 112.5000, 26.00,, 1013.00,10000,2
8794745,256,2019-04-15 06:00,D5RZ3, 16.4000, 111.0000,,, 1012.50,10010,2
8794713,10256,2019-04-15 06:00,D5RZ3, 16.4000, 111.0000, 30.00,, 1012.50,10000,2
8854354,256,2019-04-15 06:00,D5RZ3, 18.6000, 112.5000,,, 1013.00,10010,2
8794714,10256,2019-04-15 06:00,D5SI8, 15.3000, 113.1000, 32.00, 29.00, 1011.80,20000,509
8794746,256,2019-04-15 06:00,D5SI8, 15.3000, 113.1000,, 29.00, 1011.80,20010,509
8850450,10384,2019-04-15 06:00,DBBA, 54.1000, 012.1000,, 08.80, 1028.30,,509
8788663,10384,2019-04-15 06:00,DBBA, 54.4000, 012.4000,, 05.80, 1032.30,,509
8851491,10384,2019-04-15 06:00,DBBE, 13.6000,-123.8000,, 27.00, 1013.70,,509
8789918,10384,2019-04-15 06:00,DBBE, 13.0000,-121.5000,, 26.90, 1012.90,,509
8851989,256,2019-04-15 06:00,DBBH, 16.6000,-062.1000,, 26.60, 1015.70,20010,2
8851977,10256,2019-04-15 06:00,DBBH, 16.6000,-062.1000,, 26.60, 1015.70,20000,2
8789351,10384,2019-04-15 06:00,DBBT,-30.0000,-036.9000,, 24.60, 1019.90,,509
8851384,10384,2019-04-15 06:00,DBBT,-29.3000,-037.0000,, 24.70, 1019.70,,509
8789339,384,2019-04-15 06:00,DBBT,-30.0000,-036.9000,, 24.60, 1019.90,,509
8850183,10384,2019-04-15 06:00,DBEA, 54.0000, 008.2000,, 07.40, 1025.20,,509
8788431,10384,2019-04-15 06:00,DBEA, 54.0000, 008.2000,, 07.20, 1030.70,,509
8805470,10384,2019-04-15 06:00,DBFC, 54.2000, 012.1000,, 05.30, 1031.50,,509
8916839,10384,2019-04-15 06:00,DBFH, 53.5000, 008.6000,, 12.60, 1023.60,,509
8917250,384,2019-04-15 06:00,DBFH, 53.5000, 008.6000,, 12.60, 1023.60,,509
8788664,10384,2019-04-15 06:00,DBFH, 53.5000, 008.6000,, 05.50, 1029.50,,509
8916823,384,2019-04-15 06:00,DBFH, 53.5000, 008.6000,, 12.60, 1023.60,,509
8866928,10384,2019-04-15 06:00,DBFI, 53.9000, 008.7000,, 09.60, 1025.20,,509
8805417,10384,2019-04-15 06:00,DBFI, 53.9000, 008.7000,, 09.20, 1030.80,,509
8866958,384,2019-04-15 06:00,DBFI, 53.9000, 008.7000,, 09.60, 1025.20,,509
8850451,10384,2019-04-15 06:00,DBFR, 53.5000, 008.6000,, 09.30, 1024.50,,509
8805399,10384,2019-04-15 06:00,DBFX, 53.5000, 008.6000,, 10.20, 1030.30,,509
8788666,10384,2019-04-15 06:00,DBJM, 54.0000, 008.5000,, 06.90, 1030.40,,509
8850452,10384,2019-04-15 06:00,DBJM, 53.9000, 009.0000,, 09.10, 1025.40,,509
8856160,384,2019-04-15 06:00,DBKR, 54.1000, 012.1000,, 09.40, 1028.70,,509
8856187,10384,2019-04-15 06:00,DBKR, 54.1000, 012.1000,, 09.40, 1028.70,,509
8794660,384,2019-04-15 06:00,DBKR, 54.1000, 012.1000,, 08.20, 1032.20,,509
8794656,10384,2019-04-15 06:00,DBKR, 54.1000, 012.1000,, 08.20, 1032.20,,509
8791567,384,2019-04-15 06:00,DBKV, 54.3000, 010.2000,, 07.70, 1032.30,,509
8790140,10384,2019-04-15 06:00,DBKV, 54.3300, 010.1800,, 07.71, 1032.30,,
8851969,10384,2019-04-15 06:00,DBKV, 54.3300, 010.1800,, 07.92, 1027.90,,
8853140,384,2019-04-15 06:00,DBKV, 54.3000, 010.2000,, 07.90, 1027.90,,509
8790483,384,2019-04-15 06:00,DBLK,-53.1000,-070.8000,, 08.30, 0996.60,,509
8852057,256,2019-04-15 06:00,DBLK,-53.0000,-070.5000,, 08.30, 0993.60,10010,60
8852143,10256,2019-04-15 06:00,DBLK,-53.0000,-070.5000,, 08.30, 0993.60,10000,60
8790517,10384,2019-04-15 06:00,DBLK,-53.1000,-070.8000,, 08.30, 0996.60,,509
8790136,10384,2019-04-15 06:00,DBND, 54.3300, 010.1800,, 07.28, 1032.40,,
8791558,384,2019-04-15 06:00,DBND, 54.3000, 010.2000,, 07.30, 1032.40,,509
8853137,384,2019-04-15 06:00,DBND, 54.3000, 010.2000,, 08.50, 1028.00,,509
8851966,10384,2019-04-15 06:00,DBND, 54.3300, 010.1500,, 08.48, 1028.00,,
8790899,256,2019-04-15 06:00,DCPI2, 06.9000,-080.2000,, 26.00, 1010.60,10010,2
8790645,10256,2019-04-15 06:00,DCPI2, 06.9000,-080.2000,, 26.00, 1010.60,10000,2
8803908,256,2019-04-15 06:00,DCPX2, 08.0000, 135.1000,, 28.00, 1010.00,20010,2
8803806,10256,2019-04-15 06:00,DCPX2, 08.0000, 135.1000, 31.00, 28.00, 1010.00,20000,2
8854355,256,2019-04-15 06:00,DCQP2, 35.7000, 121.5000,, 09.20, 1015.70,20010,2
8854260,10256,2019-04-15 06:00,DCQP2, 35.7000, 121.5000,, 09.20, 1015.70,20000,2
8789332,256,2019-04-15 06:00,DEFY, 39.6000,-023.6000,, 14.60, 1012.90,10010,1
8789325,10256,2019-04-15 06:00,DEFY, 39.6000,-023.6000, 12.10, 14.60, 1012.90,10000,1
8793136,256,2019-04-15 06:00,DFDE2, 36.4000, 035.7000,,, 1013.00,10010,3
8793693,10256,2019-04-15 06:00,DFDE2, 36.4000, 035.7000, 17.00,, 1013.00,10000,3
8794883,256,2019-04-15 06:00,DFDG2, 14.7000,-077.9000,, 27.50, 1012.50,10010,2
8794276,10256,2019-04-15 06:00,DFDG2, 14.7000,-077.9000, 24.00, 27.50, 1012.50,10000,2
8864012,10256,2019-04-15 06:00,DFDG2, 11.4000,-079.1000, 26.00, 27.80, 1012.10,10000,3
8865559,256,2019-04-15 06:00,DFDG2, 11.4000,-079.1000,, 27.80, 1012.10,10010,3
8852157,10256,2019-04-15 06:00,DFGX2, 39.8000, 137.6000,, 10.00, 1016.90,20000,2
8852080,256,2019-04-15 06:00,DFGX2, 39.8000, 137.6000,, 10.00, 1016.90,20010,2
8790643,10256,2019-04-15 06:00,DFGX2, 37.3000, 133.4000,, 12.00, 1016.60,20000,2
8790897,256,2019-04-15 06:00,DFGX2, 37.3000, 133.4000,, 12.00, 1016.60,20010,2
8852624,256,2019-04-15 06:00,DFNB2, 32.6000, 122.4000,, 11.00, 1017.80,20010,2
8852654,10256,2019-04-15 06:00,DFNB2, 32.6000, 122.4000,, 11.00, 1017.80,20000,2
8851147,10256,2019-04-15 06:00,DFPH2, 05.7000, 096.4000, 25.00, 32.00, 1010.00,20000,3
8791213,256,2019-04-15 06:00,DFPH2, 06.0000, 094.0000,, 31.50, 1011.50,20010,15
8791222,10256,2019-04-15 06:00,DFPH2, 06.0000, 094.0000, 27.00, 31.50, 1011.50,20000,15
8851175,256,2019-04-15 06:00,DFPH2, 05.7000, 096.4000,, 32.00, 1010.00,20010,3
8854261,10256,2019-04-15 06:00,DGQD2, 04.6000, 098.6000, 20.00, 31.60, 1010.70,20000,2
8854356,256,2019-04-15 06:00,DGQD2, 04.6000, 098.6000,, 31.60, 1010.70,20010,2
8852049,256,2019-04-15 06:00,DGZR2, 40.3000,-173.1000,, 10.00, 1020.40,20010,3
8852041,10256,2019-04-15 06:00,DGZR2, 40.3000,-173.1000,, 10.00, 1020.40,20000,3
8855218,10256,2019-04-15 06:00,DHDT2, 36.2000, 015.3000, 13.00, 17.00, 1014.50,20000,2
8854646,256,2019-04-15 06:00,DHDT2, 36.2000, 015.3000,, 17.00, 1014.50,20010,2
8793139,256,2019-04-15 06:00,DHDT2, 37.2000, 011.4000,, 16.00, 1014.10,20010,2
8793695,10256,2019-04-15 06:00,DHDT2, 37.2000, 011.4000, 11.00, 16.00, 1014.10,20000,2
8792977,256,2019-04-15 06:00,DHEB, 21.7000, 038.6000,, 23.00, 1011.50,20010,2
8792971,10256,2019-04-15 06:00,DHEB, 21.7000, 038.6000,, 23.00, 1011.50,20000,2
8790965,10256,2019-04-15 06:00,DHEH2,-43.3000,-030.0000, 06.20, 13.00, 1016.30,20000,51
8852601,10256,2019-04-15 06:00,DHEH2,-42.6000,-026.0000, 07.50, 14.00, 1014.90,20000,15
8852903,256,2019-04-15 06:00,DHEH2,-42.6000,-026.0000,, 14.00, 1014.90,20010,15
8791360,256,2019-04-15 06:00,DHEH2,-43.3000,-030.0000,, 13.00, 1016.30,20010,51
8855160,10256,2019-04-15 06:00,DITI2, 28.9000,-094.4000, 20.50, 26.80, 1021.20,20000,510
8793576,10256,2019-04-15 06:00,DITI2, 26.9000,-094.9000, 17.50, 25.70, 1018.20,20000,510
8855473,256,2019-04-15 06:00,DITI2, 28.9000,-094.4000,, 26.80, 1021.20,20010,510
8793906,256,2019-04-15 06:00,DITI2, 26.9000,-094.9000,, 25.70, 1018.20,20010,510
8790464,256,2019-04-15 06:00,DJPZ2, 48.3000,-019.4000,, 12.00, 0998.10,20010,3
8855168,10256,2019-04-15 06:00,DJPZ2, 46.6000,-024.4000,,, 0992.00,,53
8854704,256,2019-04-15 06:00,DJPZ2, 46.6000,-024.4000,,, 0992.00,,53
8790453,10256,2019-04-15 06:00,DJPZ2, 48.3000,-019.4000,, 12.00, 0998.10,20000,3
8790977,256,2019-04-15 06:00,DJQA2, 49.8000,-002.6000,, 09.00, 1016.90,20010,3
8791008,10256,2019-04-15 06:00,DJQA2, 49.8000,-002.6000,, 09.00, 1016.90,20000,3
8791383,256,2019-04-15 06:00,DJQB2, 16.1000,-070.2000,, 25.00, 1014.40,20010,2
8791237,10256,2019-04-15 06:00,DJQB2, 16.1000,-070.2000,, 25.00, 1014.40,20000,2
8854681,256,2019-04-15 06:00,DJQB2, 13.6000,-072.9000,, 25.00, 1012.70,10010,2
8854482,10256,2019-04-15 06:00,DJQB2, 13.6000,-072.9000,, 25.00, 1012.70,10000,2
8852048,256,2019-04-15 06:00,DJQC2,-14.7000,-076.6000,, 18.00, 1012.70,20010,1
8852040,10256,2019-04-15 06:00,DJQC2,-14.7000,-076.6000,, 18.00, 1012.70,20000,1
8855186,10256,2019-04-15 06:00,DJQD2, 31.3000, 124.9000,, 12.00, 1017.70,20000,2
